場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,日付S,所属,種牡馬名,母名,現馬主名,馬番/仮番(出馬表モード時のみ)
美浦,D,左,20260617,水,7:20,ジャクソン,,牡,6,400,武市康男,,,,,84.9,68.3,53.2,38.2,23.8,11.5,,,,16.6,15.1,15.0,14.4,12.3,11.5,2026.6.17,美浦,サトノアラジン,プードルデコール,薪浦亨,
美浦,D,左,20260617,水,7:19,シャトーベスト,,牡,3,0,蛯名利弘,,,,,85.7,69.0,53.1,37.7,24.3,11.9,,,,16.7,15.9,15.4,13.4,12.4,11.9,2026.6.17,美浦,アメリカンペイトリオット,ユリカチャン,円城幸男,
美浦,D,左,20260610,水,7:35,ダノンマスタング,,牡,3,0,田中博康,,,,,82.5,66.1,51.5,36.9,23.3,11.4,,,,16.4,14.6,14.6,13.6,11.9,11.4,2026.6.10,美浦,"Not This Time","In a Jif",ダノックス,
美浦,D,左,20260618,木,6:00,ダノンマスタング,,牡,3,0,田中博康,,,,,84.1,67.4,51.9,37.5,24.3,11.5,,,,16.7,15.5,14.4,13.2,12.8,11.5,2026.6.18,美浦,"Not This Time","In a Jif",ダノックス,
美浦,D,左,20260611,木,6:27,ライトアファイア,,牡,3,0,伊藤圭三,,,,,85.7,68.6,53.0,37.8,23.6,11.4,,,,17.1,15.6,15.2,14.2,12.2,11.4,2026.6.11,美浦,ディスクリートキャット,スモーダリング,ゴドルフィン,
美浦,D,右,20260614,日,5:24,ライトアファイア,,牡,3,0,伊藤圭三,,,,,101.1,82.5,64.7,47.2,30.5,15.1,,,,18.6,17.8,17.5,16.7,15.4,15.1,2026.6.14,美浦,ディスクリートキャット,スモーダリング,ゴドルフィン,
美浦,D,左,20260617,水,7:20,ライトアファイア,,牡,3,0,伊藤圭三,,,,,85.5,68.5,53.1,38.0,23.9,11.5,,,,17.0,15.4,15.1,14.1,12.4,11.5,2026.6.17,美浦,ディスクリートキャット,スモーダリング,ゴドルフィン,
美浦,D,左,20260611,木,6:28,フィオリータ,,牡,3,0,大竹正博,,,,,86.1,69.3,54.4,39.0,24.5,11.9,,,,16.8,14.9,15.4,14.5,12.6,11.9,2026.6.11,美浦,Mendelssohn,"Yoshino Zakura",前田幸貴,
美浦,D,右,20260613,土,4:52,フィオリータ,,牡,3,0,大竹正博,,,,,,,64.3,47.0,30.7,15.2,,,,,,17.3,16.3,15.5,15.2,2026.6.13,美浦,Mendelssohn,"Yoshino Zakura",前田幸貴,
美浦,D,右,20260614,日,7:28,フィオリータ,,牡,3,0,大竹正博,,,,,92.2,75.1,59.4,43.1,27.5,13.0,,,,17.1,15.7,16.3,15.6,14.5,13.0,2026.6.14,美浦,Mendelssohn,"Yoshino Zakura",前田幸貴,
美浦,D,左,20260617,水,5:33,フィオリータ,,牡,3,0,大竹正博,,,,,85.7,68.5,52.9,38.3,24.3,11.6,,,,17.2,15.6,14.6,14.0,12.7,11.6,2026.6.17,美浦,Mendelssohn,"Yoshino Zakura",前田幸貴,
美浦,D,左,20260610,水,5:42,ファインブライト,,牡,3,0,佐藤吉勝,,,,,85.4,68.1,52.7,38.0,24.2,11.8,,,,17.3,15.4,14.7,13.8,12.4,11.8,2026.6.10,美浦,アジアエクスプレス,イムディーナ,片山博志,
美浦,D,左,20260617,水,7:30,ファインブライト,,牡,3,0,佐藤吉勝,,,,,82.6,65.7,50.8,37.3,24.2,11.5,,,,16.9,14.9,13.5,13.1,12.7,11.5,2026.6.17,美浦,アジアエクスプレス,イムディーナ,片山博志,
美浦,D,左,20260610,水,9:21,モロノラピド,,牡,3,0,田中勝春,,,,,87.2,69.8,54.7,39.2,24.6,11.9,,,,17.4,15.1,15.5,14.6,12.7,11.9,2026.6.10,美浦,アメリカンペイトリオット,アートオブダンサー,諸岡勲,
美浦,D,右,20260613,土,5:23,モロノラピド,,牡,3,0,田中勝春,157.6,134.4,116.6,100.0,84.5,70.0,54.6,39.6,25.0,11.8,17.8,16.6,15.5,14.5,15.4,15.0,14.6,13.2,11.8,2026.6.13,美浦,アメリカンペイトリオット,アートオブダンサー,諸岡勲,
美浦,D,左,20260617,水,9:18,モロノラピド,,牡,3,0,田中勝春,,,,,87.2,69.7,54.0,39.2,25.0,11.5,,,,17.5,15.7,14.8,14.2,13.5,11.5,2026.6.17,美浦,アメリカンペイトリオット,アートオブダンサー,諸岡勲,
美浦,D,右,20260609,火,5:32,ブルージンジャー,,牝,3,0,矢嶋大樹,,,,,,,67.8,48.7,31.4,15.7,,,,,,19.1,17.3,15.7,15.7,2026.6.9,美浦,ミスターメロディ,ブルーメンブラット,吉田和美,
美浦,D,左,20260611,木,5:36,ブルージンジャー,,牝,3,0,矢嶋大樹,,,,,85.1,67.8,52.4,37.6,23.6,11.3,,,,17.3,15.4,14.8,14.0,12.3,11.3,2026.6.11,美浦,ミスターメロディ,ブルーメンブラット,吉田和美,
美浦,D,右,20260613,土,4:33,ブルージンジャー,,牝,3,0,矢嶋大樹,,,,,,,70.5,51.5,33.7,16.6,,,,,,19.0,17.8,17.1,16.6,2026.6.13,美浦,ミスターメロディ,ブルーメンブラット,吉田和美,
美浦,D,右,20260614,日,5:10,ブルージンジャー,,牝,3,0,矢嶋大樹,,,,,94.2,74.9,57.7,42.6,28.1,14.0,,,,19.3,17.2,15.1,14.5,14.1,14.0,2026.6.14,美浦,ミスターメロディ,ブルーメンブラット,吉田和美,
美浦,D,左,20260617,水,5:40,ブルージンジャー,,牝,3,0,矢嶋大樹,,,,,84.2,67.4,52.8,38.3,24.4,11.8,,,,16.8,14.6,14.5,13.9,12.6,11.8,2026.6.17,美浦,ミスターメロディ,ブルーメンブラット,吉田和美,
美浦,D,左,20260610,水,8:28,アクアマーズ,,牡,3,400,浅利英明,,,,,83.9,67.1,51.7,36.9,23.4,11.2,,,,16.8,15.4,14.8,13.5,12.2,11.2,2026.6.10,美浦,アドマイヤマーズ,ローエキスキーズ,シルクレーシング,
美浦,D,左,20260618,木,6:35,アクアマーズ,,牡,3,400,浅利英明,,,,,84.3,68.2,52.8,38.4,24.7,12.1,,,,16.1,15.4,14.4,13.7,12.6,12.1,2026.6.18,美浦,アドマイヤマーズ,ローエキスキーズ,シルクレーシング,
美浦,D,左,20260611,木,5:37,キーチジャステン,,牡,3,0,千葉直人,,,,,92.6,70.5,53.3,37.8,23.7,11.1,,,,22.1,17.2,15.5,14.1,12.6,11.1,2026.6.11,美浦,タワーオブロンドン,メモリーフェミナ,山本益臣,
美浦,D,右,20260614,日,8:05,キーチジャステン,,牡,3,0,千葉直人,,,,,88.9,68.9,51.8,37.0,23.7,11.4,,,,20.0,17.1,14.8,13.3,12.3,11.4,2026.6.14,美浦,タワーオブロンドン,メモリーフェミナ,山本益臣,
美浦,D,右,20260616,火,5:43,キーチジャステン,,牡,3,0,千葉直人,,,,,,,64.2,46.1,29.1,14.1,,,,,,18.1,17.0,15.0,14.1,2026.6.16,美浦,タワーオブロンドン,メモリーフェミナ,山本益臣,
美浦,D,左,20260617,水,8:34,キーチジャステン,,牡,3,0,千葉直人,,,,,87.4,68.6,52.9,38.2,24.0,11.2,,,,18.8,15.7,14.7,14.2,12.8,11.2,2026.6.17,美浦,タワーオブロンドン,メモリーフェミナ,山本益臣,
美浦,D,左,20260610,水,8:30,パチクリベスクリ,,牡,3,0,清水英克,,,,,86.0,67.7,53.0,39.2,25.8,13.2,,,,18.3,14.7,13.8,13.4,12.6,13.2,2026.6.10,美浦,ファインニードル,スキャンダルシート,河本尚吾,
美浦,D,左,20260617,水,5:44,パチクリベスクリ,,牡,3,0,清水英克,,,,,,67.2,51.7,37.1,23.9,12.0,,,,,15.5,14.6,13.2,11.9,12.0,2026.6.17,美浦,ファインニードル,スキャンダルシート,河本尚吾,
美浦,D,左,20260610,水,6:29,デルマシラカミ,,牝,3,0,小野次郎,,,,,87.3,69.8,54.2,39.2,25.0,12.2,,,,17.5,15.6,15.0,14.2,12.8,12.2,2026.6.10,美浦,マインドユアビスケッツ,デルマアマノジャク,浅沼廣幸,
美浦,D,右,20260614,日,4:45,デルマシラカミ,,牝,3,0,小野次郎,,,,,94.6,75.9,58.9,43.2,28.1,13.9,,,,18.7,17.0,15.7,15.1,14.2,13.9,2026.6.14,美浦,マインドユアビスケッツ,デルマアマノジャク,浅沼廣幸,
美浦,D,左,20260617,水,7:50,デルマシラカミ,,牝,3,0,小野次郎,,,,,84.3,67.2,52.9,37.7,24.0,12.0,,,,17.1,14.3,15.2,13.7,12.0,12.0,2026.6.17,美浦,マインドユアビスケッツ,デルマアマノジャク,浅沼廣幸,
美浦,D,右,20260609,火,8:35,ラッキーモア,,牡,3,0,尾関知人,,,,,,,76.7,55.1,35.4,17.3,,,,,,21.6,19.7,18.1,17.3,2026.6.9,美浦,"Lucky Vega","Class Act",張月勝,
美浦,D,左,20260611,木,7:17,ラッキーモア,,牡,3,0,尾関知人,,,,,83.7,67.2,52.2,37.7,24.2,12.0,,,,16.5,15.0,14.5,13.5,12.2,12.0,2026.6.11,美浦,"Lucky Vega","Class Act",張月勝,
美浦,D,右,20260613,土,7:38,ラッキーモア,,牡,3,0,尾関知人,,,,,,,75.3,55.3,35.7,17.6,,,,,,20.0,19.6,18.1,17.6,2026.6.13,美浦,"Lucky Vega","Class Act",張月勝,
美浦,D,左,20260617,水,7:21,ラッキーモア,,牡,3,0,尾関知人,,,,,82.3,66.1,51.7,37.8,23.8,11.2,,,,16.2,14.4,13.9,14.0,12.6,11.2,2026.6.17,美浦,"Lucky Vega","Class Act",張月勝,
美浦,D,左,20260619,金,5:52,ラッキーモア,,牡,3,0,尾関知人,,,,,,,73.2,52.1,32.9,15.8,,,,,,21.1,19.2,17.1,15.8,2026.6.19,美浦,"Lucky Vega","Class Act",張月勝,
美浦,D,左,20260617,水,6:35,ニットウライズ,,牡,3,0,高橋文雅,,,,,86.8,68.5,53.0,38.1,23.9,11.4,,,,18.3,15.5,14.9,14.2,12.5,11.4,2026.6.17,美浦,ダノンプレミアム,ガチコ,日東牧場,
美浦,D,左,20260611,木,5:29,カフェタンガロア,,牡,3,0,嘉藤貴行,,,,,83.1,66.2,51.4,37.0,23.7,11.5,,,,16.9,14.8,14.4,13.3,12.2,11.5,2026.6.11,美浦,ロードカナロア,ラフレーズカフェ,西川光一,
美浦,D,右,20260614,日,4:30,カフェタンガロア,,牡,3,0,嘉藤貴行,,,,,90.1,71.2,54.9,39.6,25.7,12.4,,,,18.9,16.3,15.3,13.9,13.3,12.4,2026.6.14,美浦,ロードカナロア,ラフレーズカフェ,西川光一,
美浦,D,左,20260617,水,5:30,カフェタンガロア,,牡,3,0,嘉藤貴行,,,,,81.1,63.9,49.6,35.9,23.3,11.3,,,,17.2,14.3,13.7,12.6,12.0,11.3,2026.6.17,美浦,ロードカナロア,ラフレーズカフェ,西川光一,
美浦,D,左,20260610,水,8:28,ファイアリービート,,牡,3,0,鈴木慎太,,,,,86.9,68.8,53.5,38.7,24.5,11.8,,,,18.1,15.3,14.8,14.2,12.7,11.8,2026.6.10,美浦,パイロ,チャチャチャ,ゴドルフィン,
美浦,D,左,20260617,水,8:28,ファイアリービート,,牡,3,0,鈴木慎太,,,,,83.8,67.5,52.9,38.5,24.6,11.6,,,,16.3,14.6,14.4,13.9,13.0,11.6,2026.6.17,美浦,パイロ,チャチャチャ,ゴドルフィン,
美浦,D,左,20260610,水,8:37,ザンテソーロ,,牡,3,0,畠山吉宏,,,,,86.4,68.7,53.0,38.1,24.2,12.0,,,,17.7,15.7,14.9,13.9,12.2,12.0,2026.6.10,美浦,オルフェーヴル,アオイテソーロ,了徳寺健二ホールディングス,
美浦,D,右,20260614,日,7:27,ユイノサダハル,,牡,3,0,古賀慎明,,,,,85.1,67.9,52.9,38.2,24.7,11.9,,,,17.2,15.0,14.7,13.5,12.8,11.9,2026.6.14,美浦,キセキ,カノン,由井健太郎,
美浦,D,左,20260617,水,5:31,ユイノサダハル,,牡,3,0,古賀慎明,,,,,82.8,66.3,51.8,37.4,23.9,11.8,,,,16.5,14.5,14.4,13.5,12.1,11.8,2026.6.17,美浦,キセキ,カノン,由井健太郎,
美浦,D,右,20260614,日,7:50,アスパラゴ,,牝,3,400,田村康仁,,,,,105.8,85.8,67.1,49.0,31.6,15.4,,,,20.0,18.7,18.1,17.4,16.2,15.4,2026.6.14,美浦,カリフォルニアクローム,アルスノヴァ,村島聡乃,
美浦,D,左,20260617,水,5:32,アスパラゴ,,牝,3,400,田村康仁,,,,,83.8,66.6,51.5,37.6,24.3,11.7,,,,17.2,15.1,13.9,13.3,12.6,11.7,2026.6.17,美浦,カリフォルニアクローム,アルスノヴァ,村島聡乃,
美浦,D,左,20260618,木,6:27,マイネルシュラハト,,牡,3,0,畠山吉宏,,,,,86.3,69.3,54.1,38.7,24.9,11.8,,,,17.0,15.2,15.4,13.8,13.1,11.8,2026.6.18,美浦,ベンバトル,クードヴァン,サラブレッドクラブ・ラフィアン,
美浦,D,左,20260617,水,5:42,フォンドルレール,,牡,3,0,戸田博文,,,,,84.9,67.0,51.6,37.3,23.7,11.6,,,,17.9,15.4,14.3,13.6,12.1,11.6,2026.6.17,美浦,ルヴァンスレーヴ,ダンスウィズキトゥン,G1レーシング,
美浦,D,左,20260610,水,5:47,ヤマメナイト,,牡,3,0,田島俊明,,,,,87.8,68.5,52.4,37.8,23.9,11.3,,,,19.3,16.1,14.6,13.9,12.6,11.3,2026.6.10,美浦,レイデオロ,アイリスフィール,越村哲男,
美浦,D,左,20260612,金,5:49,ヤマメナイト,,牡,3,0,田島俊明,,,,,109.7,88.2,68.0,49.1,31.3,15.1,,,,21.5,20.2,18.9,17.8,16.2,15.1,2026.6.12,美浦,レイデオロ,アイリスフィール,越村哲男,
美浦,D,右,20260613,土,5:06,ヤマメナイト,,牡,3,0,田島俊明,,,,,112.6,89.5,68.6,49.4,31.2,14.6,,,,23.1,20.9,19.2,18.2,16.6,14.6,2026.6.13,美浦,レイデオロ,アイリスフィール,越村哲男,
美浦,D,左,20260617,水,5:49,ヤマメナイト,,牡,3,0,田島俊明,,,,,81.7,65.8,51.2,36.9,23.6,11.6,,,,15.9,14.6,14.3,13.3,12.0,11.6,2026.6.17,美浦,レイデオロ,アイリスフィール,越村哲男,
美浦,D,左,20260610,水,7:45,コスモラムバック,,牡,3,0,水野貴広,,,,,,,71.1,51.9,34.1,16.8,,,,,,19.2,17.8,17.3,16.8,2026.6.10,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,左,20260611,木,5:39,コスモラムバック,,牡,3,0,水野貴広,,,,,87.2,69.4,53.6,38.8,24.6,11.8,,,,17.8,15.8,14.8,14.2,12.8,11.8,2026.6.11,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,右,20260613,土,6:07,コスモラムバック,,牡,3,0,水野貴広,,,,,,,70.1,50.6,33.0,16.3,,,,,,19.5,17.6,16.7,16.3,2026.6.13,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,右,20260614,日,6:38,コスモラムバック,,牡,3,0,水野貴広,,,,,,,70.6,51.4,32.7,15.8,,,,,,19.2,18.7,16.9,15.8,2026.6.14,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,右,20260616,火,5:41,コスモラムバック,,牡,3,0,水野貴広,,,,,,,68.4,50.3,32.7,16.0,,,,,,18.1,17.6,16.7,16.0,2026.6.16,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,左,20260617,水,7:38,コスモラムバック,,牡,3,0,水野貴広,,,,,85.0,67.3,52.3,37.7,23.6,11.3,,,,17.7,15.0,14.6,14.1,12.3,11.3,2026.6.17,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,左,20260619,金,7:33,コスモラムバック,,牡,3,0,水野貴広,,,,,,,70.3,51.1,32.4,15.7,,,,,,19.2,18.7,16.7,15.7,2026.6.19,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,右,20260620,土,7:35,コスモラムバック,,牡,3,0,水野貴広,,,,,,,69.5,50.2,32.4,16.0,,,,,,19.3,17.8,16.4,16.0,2026.6.20,美浦,ゴールドシップ,ディスポーザブルプレジャー,ビッグレッドファーム,
美浦,D,左,20260610,水,7:34,ロードリュイール,,牡,3,0,田中博康,,,,,83.6,67.1,51.6,37.1,24.1,12.2,,,,16.5,15.5,14.5,13.0,11.9,12.2,2026.6.10,美浦,ジャスタウェイ,ヴィーヴル,ロードホースクラブ,
美浦,D,左,20260618,木,7:28,ロードリュイール,,牡,3,0,田中博康,,,,,84.8,67.7,52.5,38.1,24.8,12.4,,,,17.1,15.2,14.4,13.3,12.4,12.4,2026.6.18,美浦,ジャスタウェイ,ヴィーヴル,ロードホースクラブ,
美浦,D,左,20260610,水,8:29,ウインガネーシャ,,牡,3,0,高木登,,,,,85.9,67.9,52.2,37.8,24.1,11.9,,,,18.0,15.7,14.4,13.7,12.2,11.9,2026.6.10,美浦,ゴールドドリーム,ウインメディウム,ウイン,
美浦,D,左,20260610,水,5:31,レイランディ,,牡,3,0,古賀慎明,,,,,83.7,67.2,52.3,37.9,24.4,11.9,,,,16.5,14.9,14.4,13.5,12.5,11.9,2026.6.10,美浦,ジャスタウェイ,パールサイド,グリーンファーム,
美浦,D,左,20260611,木,7:17,エオリアンリッジ,,牡,3,0,尾関知人,,,,,83.3,66.9,52.1,37.4,24.2,12.0,,,,16.4,14.8,14.7,13.2,12.2,12.0,2026.6.11,美浦,アドマイヤマーズ,ベルワトリング,ライオンレースホース,
美浦,D,左,20260617,水,7:21,エオリアンリッジ,,牡,3,0,尾関知人,,,,,82.1,65.3,50.9,37.1,23.8,11.6,,,,16.8,14.4,13.8,13.3,12.2,11.6,2026.6.17,美浦,アドマイヤマーズ,ベルワトリング,ライオンレースホース,
美浦,D,右,20260620,土,7:42,エオリアンリッジ,,牡,3,0,尾関知人,,,,,,,72.6,52.9,34.7,16.9,,,,,,19.7,18.2,17.8,16.9,2026.6.20,美浦,アドマイヤマーズ,ベルワトリング,ライオンレースホース,
美浦,D,右,20260609,火,7:09,キョウエイアート,,セ,3,0,萱野浩二,,,,,,,70.1,50.6,33.3,16.8,,,,,,19.5,17.3,16.5,16.8,2026.6.9,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,左,20260610,水,7:53,キョウエイアート,,セ,3,0,萱野浩二,,,,,85.3,68.7,54.0,39.2,24.9,12.2,,,,16.6,14.7,14.8,14.3,12.7,12.2,2026.6.10,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,左,20260612,金,5:39,キョウエイアート,,セ,3,0,萱野浩二,,,,,,,74.0,54.1,35.3,17.2,,,,,,19.9,18.8,18.1,17.2,2026.6.12,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,右,20260613,土,4:39,キョウエイアート,,セ,3,0,萱野浩二,,,,,,,70.1,51.2,33.6,16.7,,,,,,18.9,17.6,16.9,16.7,2026.6.13,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,右,20260614,日,4:35,キョウエイアート,,セ,3,0,萱野浩二,,,,,92.6,74.3,58.7,43.5,28.6,14.4,,,,18.3,15.6,15.2,14.9,14.2,14.4,2026.6.14,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,右,20260616,火,7:14,キョウエイアート,,セ,3,0,萱野浩二,,,,,,,68.1,49.6,32.6,16.2,,,,,,18.5,17.0,16.4,16.2,2026.6.16,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,左,20260617,水,5:57,キョウエイアート,,セ,3,0,萱野浩二,,,,,84.3,68.8,54.1,38.9,24.3,11.8,,,,15.5,14.7,15.2,14.6,12.5,11.8,2026.6.17,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,左,20260619,金,6:13,キョウエイアート,,セ,3,0,萱野浩二,,,,,,,66.2,48.7,32.0,15.8,,,,,,17.5,16.7,16.2,15.8,2026.6.19,美浦,オルフェーヴル,ニイガッタメール,田中晴夫,
美浦,D,左,20260611,木,7:48,シュートザワークス,,牡,2,0,千葉直人,,,,,84.7,67.0,52.0,37.0,23.3,11.3,,,,17.7,15.0,15.0,13.7,12.0,11.3,2026.6.11,美浦,インディチャンプ,ワーキングプライド,G1レーシング,
美浦,D,右,20260614,日,6:05,シュートザワークス,,牡,2,0,千葉直人,,,,,86.5,69.1,52.8,37.7,23.5,11.2,,,,17.4,16.3,15.1,14.2,12.3,11.2,2026.6.14,美浦,インディチャンプ,ワーキングプライド,G1レーシング,
美浦,D,左,20260610,水,6:37,アラータス,,牡,2,0,秋本大介,,,,,82.6,65.3,51.2,37.0,23.6,11.8,,,,17.3,14.1,14.2,13.4,11.8,11.8,2026.6.10,美浦,サートゥルナーリア,ゴールディーエスポニー,中山栄一,
美浦,D,右,20260613,土,5:13,アラータス,,牡,2,0,秋本大介,,,,,,,78.1,55.2,34.9,16.8,,,,,,22.9,20.3,18.1,16.8,2026.6.13,美浦,サートゥルナーリア,ゴールディーエスポニー,中山栄一,
美浦,D,右,20260616,火,6:00,アラータス,,牡,2,0,秋本大介,,,,,,,80.8,58.2,37.1,17.8,,,,,,22.6,21.1,19.3,17.8,2026.6.16,美浦,サートゥルナーリア,ゴールディーエスポニー,中山栄一,
美浦,D,左,20260617,水,6:42,アラータス,,牡,2,0,秋本大介,,,,,86.8,69.9,53.9,39.0,24.6,11.7,,,,16.9,16.0,14.9,14.4,12.9,11.7,2026.6.17,美浦,サートゥルナーリア,ゴールディーエスポニー,中山栄一,
美浦,D,左,20260610,水,5:55,シャンパンアワー,,牡,2,0,田中剛,,,,,86.2,69.2,53.7,38.9,25.2,12.3,,,,17.0,15.5,14.8,13.7,12.9,12.3,2026.6.10,美浦,レイデオロ,メモリアルライフ,青山洋一,
美浦,D,左,20260611,木,5:31,クラウンフラッグ,,牡,2,0,中川公成,,,,,86.5,68.4,52.2,38.3,24.6,11.8,,,,18.1,16.2,13.9,13.7,12.8,11.8,2026.6.11,美浦,リーチザクラウン,ラントゥザリード,高篠憲一,
美浦,D,左,20260617,水,5:31,クラウンフラッグ,,牡,2,0,中川公成,,,,,83.8,67.6,52.5,37.7,24.1,11.8,,,,16.2,15.1,14.8,13.6,12.3,11.8,2026.6.17,美浦,リーチザクラウン,ラントゥザリード,高篠憲一,
美浦,D,左,20260610,水,5:46,エムアイブレイズ,,牡,2,0,青木孝文,,,,,83.9,67.7,52.6,37.9,24.1,11.9,,,,16.2,15.1,14.7,13.8,12.2,11.9,2026.6.10,美浦,ゴールドシップ,エイシンアポロニア,岩崎充利,
美浦,D,左,20260617,水,5:43,エムアイブレイズ,,牡,2,0,青木孝文,,,,,81.6,65.8,50.5,36.1,23.1,11.4,,,,15.8,15.3,14.4,13.0,11.7,11.4,2026.6.17,美浦,ゴールドシップ,エイシンアポロニア,岩崎充利,
美浦,D,左,20260611,木,5:44,タクティシアン,,牡,2,400,森一誠,,,,,82.1,65.2,50.3,35.4,22.8,11.3,,,,16.9,14.9,14.9,12.6,11.5,11.3,2026.6.11,美浦,サリオス,モルジアナ,シルクレーシング,
栗東,C,右,20260610,水,5:36,ミエルモーサ,,牝,2,0,松下武士,,135.3,117.1,99.5,83.4,69.0,54.3,38.8,23.7,11.5,18.2,17.6,16.1,14.4,14.7,15.5,15.1,12.2,11.5,2026.6.10,栗東,シルバーステート,ミスエルテ,サンデーレーシング,
美浦,D,左,20260610,水,8:42,シーズザチャンス,,牝,2,0,大和田成,,,,,85.9,68.7,53.2,38.7,25.1,12.3,,,,17.2,15.5,14.5,13.6,12.8,12.3,2026.6.10,美浦,グローリーヴェイズ,レーヌユニヴェール,田中純一,
美浦,D,左,20260617,水,5:54,シーズザチャンス,,牝,2,0,大和田成,,,,,84.1,67.4,52.5,37.9,24.9,12.0,,,,16.7,14.9,14.6,13.0,12.9,12.0,2026.6.17,美浦,グローリーヴェイズ,レーヌユニヴェール,田中純一,
美浦,D,左,20260610,水,6:46,イサチルサリーレ,,牡,2,0,竹内正洋,,,,,83.9,66.7,52.2,38.0,24.6,12.2,,,,17.2,14.5,14.2,13.4,12.4,12.2,2026.6.10,美浦,サリオス,ファンシャン,小坂功,
美浦,D,右,20260614,日,7:40,イサチルサリーレ,,牡,2,0,竹内正洋,,,,,88.5,68.4,51.7,37.2,23.7,11.6,,,,20.1,16.7,14.5,13.5,12.1,11.6,2026.6.14,美浦,サリオス,ファンシャン,小坂功,
美浦,D,左,20260617,水,6:45,イサチルサリーレ,,牡,2,0,竹内正洋,,,,,83.4,65.0,49.9,36.2,23.5,11.6,,,,18.4,15.1,13.7,12.7,11.9,11.6,2026.6.17,美浦,サリオス,ファンシャン,小坂功,
美浦,D,左,20260610,水,5:47,コールドスリープ,,牝,2,0,深山雅史,,,,,84.2,68.6,54.1,39.3,24.8,11.8,,,,15.6,14.5,14.8,14.5,13.0,11.8,2026.6.10,美浦,アルアイン,プリヴェット,由井健太郎,
美浦,D,左,20260617,水,5:46,コールドスリープ,,牝,2,0,深山雅史,,,,,82.7,66.7,52.8,38.4,24.7,11.9,,,,16.0,13.9,14.4,13.7,12.8,11.9,2026.6.17,美浦,アルアイン,プリヴェット,由井健太郎,
美浦,D,左,20260611,木,5:32,トーセンマスラオ,,牡,2,0,菊沢隆徳,,,,,82.5,66.2,51.4,37.0,23.6,11.5,,,,16.3,14.8,14.4,13.4,12.1,11.5,2026.6.11,美浦,ハイランドリール,トーセンアンバー,島川隆哉,
美浦,D,右,20260613,土,7:32,トーセンマスラオ,,牡,2,0,菊沢隆徳,,,,,,,66.8,49.0,31.2,15.2,,,,,,17.8,17.8,16.0,15.2,2026.6.13,美浦,ハイランドリール,トーセンアンバー,島川隆哉,
美浦,D,左,20260618,木,5:32,トーセンマスラオ,,牡,2,0,菊沢隆徳,,,,,89.7,71.0,54.1,38.8,24.6,11.9,,,,18.7,16.9,15.3,14.2,12.7,11.9,2026.6.18,美浦,ハイランドリール,トーセンアンバー,島川隆哉,
栗東,C,右,20260611,木,7:04,フルーツバスケット,,牡,2,0,前川恭子,,144.1,121.6,100.5,82.3,66.5,50.9,36.6,22.5,11.1,22.5,21.1,18.2,15.8,15.6,14.3,14.1,11.4,11.1,2026.6.11,栗東,モーリス,オーソレミオ,鈴木剛史,
栗東,C,左,20260614,日,5:38,フルーツバスケット,,牡,2,0,前川恭子,,176.3,151.7,128.0,107.4,88.5,69.5,50.9,32.7,15.9,24.6,23.7,20.6,18.9,19.0,18.6,18.2,16.8,15.9,2026.6.14,栗東,モーリス,オーソレミオ,鈴木剛史,
栗東,C,左,20260616,火,5:34,フルーツバスケット,,牡,2,0,前川恭子,,,,,,90.3,67.9,48.9,31.5,15.3,,,,,22.4,19.0,17.4,16.2,15.3,2026.6.16,栗東,モーリス,オーソレミオ,鈴木剛史,
美浦,D,左,20260610,水,5:28,ホウオウビリーヴ,,牡,2,0,木村哲也,152.3,131.6,114.2,97.1,81.2,66.7,52.2,37.2,23.8,11.6,17.4,17.1,15.9,14.5,14.5,15.0,13.4,12.2,11.6,2026.6.10,美浦,インディチャンプ,ベルアリュール2,小笹芳央,
美浦,D,右,20260613,土,4:31,ホウオウビリーヴ,,牡,2,0,木村哲也,,,,,,,66.1,48.4,31.4,15.2,,,,,,17.7,17.0,16.2,15.2,2026.6.13,美浦,インディチャンプ,ベルアリュール2,小笹芳央,
