場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,日付S,所属,種牡馬名,母名,現馬主名,馬番/仮番(出馬表モード時のみ)
美浦,D,左,20260610,水,5:35,モートンアイランド,,牝,3,400,手塚貴久,,,,,85.1,67.0,51.5,37.1,23.3,11.3,,,,18.1,15.5,14.4,13.8,12.0,11.3,2026.6.10,美浦,モーリス,モシーン,シルクレーシング,
美浦,D,左,20260617,水,5:35,モートンアイランド,,牝,3,400,手塚貴久,,,,,84.1,67.2,52.3,37.7,23.3,11.1,,,,16.9,14.9,14.6,14.4,12.2,11.1,2026.6.17,美浦,モーリス,モシーン,シルクレーシング,
美浦,D,右,20260613,土,6:43,タイキバルドル,,牡,6,400,勢司和浩,,,,,,,97.0,72.3,47.5,22.9,,,,,,24.7,24.8,24.6,22.9,2026.6.13,美浦,ダイワメジャー,タイキキララ,大樹ファーム,
美浦,D,左,20260610,水,8:26,マツリダイコ,,牝,3,400,黒岩陽一,,,,,83.0,67.3,52.5,38.0,24.0,11.6,,,,15.7,14.8,14.5,14.0,12.4,11.6,2026.6.10,美浦,キタサンブラック,サラフィナ,吉田千津,
美浦,D,左,20260617,水,5:33,マツリダイコ,,牝,3,400,黒岩陽一,,,,,80.8,65.2,51.4,37.7,24.1,11.7,,,,15.6,13.8,13.7,13.6,12.4,11.7,2026.6.17,美浦,キタサンブラック,サラフィナ,吉田千津,
美浦,D,左,20260611,木,5:31,オルグジェシダ,,牝,4,400,宮田敬介,,,,,84.1,66.6,51.2,36.5,23.3,11.2,,,,17.5,15.4,14.7,13.2,12.1,11.2,2026.6.11,美浦,モーリス,ソシアルクラブ,サンデーレーシング,
美浦,D,左,20260617,水,6:38,オルグジェシダ,,牝,4,400,宮田敬介,,,,,85.4,67.5,51.8,37.0,23.3,11.2,,,,17.9,15.7,14.8,13.7,12.1,11.2,2026.6.17,美浦,モーリス,ソシアルクラブ,サンデーレーシング,
栗東,C,左,20260614,日,5:20,ポッドドンナー,,牡,4,900,辻野泰之,,,,,,75.6,56.6,40.7,25.1,12.0,,,,,19.0,15.9,15.6,13.1,12.0,2026.6.14,栗東,サートゥルナーリア,エピストロフィー,小川眞査雄,
栗東,C,右,20260611,木,8:15,ワーズワース,,牡,8,900,高橋一哉,,140.9,120.7,101.0,83.2,67.5,52.2,37.5,23.5,11.5,20.2,19.7,17.8,15.7,15.3,14.7,14.0,12.0,11.5,2026.6.11,栗東,リオンディーズ,ラブディラン,カナヤマホールディングス,
栗東,C,右,20260617,水,5:33,シホノペルフェット,,牡,4,900,寺島良,,,,,,,53.2,37.6,23.2,11.7,,,,,,15.6,14.4,11.5,11.7,2026.6.17,栗東,マジェスティックウォリアー,アンソロジー,村瀬寛紀,
栗東,C,右,20260610,水,7:01,モンシェリ,,牝,5,900,牧田和弥,,138.8,118.4,99.0,81.6,67.6,53.7,38.9,24.8,12.5,20.4,19.4,17.4,14.0,13.9,14.8,14.1,12.3,12.5,2026.6.10,栗東,マクフィ,アスールダリア,安原浩司,
栗東,C,左,20260616,火,6:56,タカスタカスタカス,,牡,3,900,藤原英昭,,157.1,137.8,118.8,100.3,83.4,66.7,49.2,32.3,16.3,19.3,19.0,18.5,16.9,16.7,17.5,16.9,16.0,16.3,2026.6.16,栗東,"Mor Spirit",Mopsicle,高須克彌,
栗東,C,右,20260610,水,5:28,ライトオブヌカタ,,牡,3,900,上村洋行,,135.9,117.0,98.8,82.1,67.3,52.8,37.6,23.1,11.5,18.9,18.2,16.7,14.8,14.5,15.2,14.5,11.6,11.5,2026.6.10,栗東,"City of Light",ネバーギブアップ,辻子依旦,
栗東,C,左,20260614,日,4:28,ライトオブヌカタ,,牡,3,900,上村洋行,,150.8,127.8,106.3,87.3,71.2,55.9,40.4,25.2,12.5,23.0,21.5,19.0,16.1,15.3,15.5,15.2,12.7,12.5,2026.6.14,栗東,"City of Light",ネバーギブアップ,辻子依旦,
美浦,D,右,20260614,日,8:05,シュレン,,牝,4,900,千葉直人,,,,,90.7,70.6,53.7,38.8,24.5,11.6,,,,20.1,16.9,14.9,14.3,12.9,11.6,2026.6.14,美浦,ディーマジェスティ,トウカイフィーバー,二風谷ファーム,
美浦,D,左,20260617,水,8:34,シュレン,,牝,4,900,千葉直人,,,,,85.8,68.0,52.0,37.3,23.7,11.5,,,,17.8,16.0,14.7,13.6,12.2,11.5,2026.6.17,美浦,ディーマジェスティ,トウカイフィーバー,二風谷ファーム,
美浦,D,左,20260617,水,6:45,ライジンマル,,セ,5,900,竹内正洋,,,,,85.3,66.4,51.1,37.1,23.9,11.7,,,,18.9,15.3,14.0,13.2,12.2,11.7,2026.6.17,美浦,アジアエクスプレス,ララエクレリゼ,カカムーチョレーシング,
美浦,D,左,20260618,木,5:57,キョウエイカンセ,,牡,5,1500,萱野浩二,,,,,85.3,68.5,53.3,38.4,24.5,11.9,,,,16.8,15.2,14.9,13.9,12.6,11.9,2026.6.18,美浦,ビッグアーサー,キョウエイレガシー,田中晴夫,
栗東,C,左,20260609,火,8:36,ゴールデンカイト,,牡,4,900,中内田充,,,,,,93.4,70.3,51.1,32.7,16.2,,,,,23.1,19.2,18.4,16.5,16.2,2026.6.9,栗東,Tapit,"L' Age d'Or",山紫水明,
栗東,C,右,20260610,水,7:03,ゴールデンカイト,,牡,4,900,中内田充,,,,,,,68.2,48.0,30.4,15.0,,,,,,20.2,17.6,15.4,15.0,2026.6.10,栗東,Tapit,"L' Age d'Or",山紫水明,
栗東,C,右,20260611,木,6:55,ゴールデンカイト,,牡,4,900,中内田充,,143.3,121.3,101.7,83.2,67.9,54.1,38.7,24.1,11.7,22.0,19.6,18.5,15.3,13.8,15.4,14.6,12.4,11.7,2026.6.11,栗東,Tapit,"L' Age d'Or",山紫水明,
栗東,C,左,20260616,火,5:39,ゴールデンカイト,,牡,4,900,中内田充,,,,,,93.0,71.9,52.5,34.5,16.8,,,,,21.1,19.4,18.0,17.7,16.8,2026.6.16,栗東,Tapit,"L' Age d'Or",山紫水明,
栗東,C,右,20260617,水,6:54,ゴールデンカイト,,牡,4,900,中内田充,,187.2,167.6,146.7,120.4,77.8,59.2,41.5,25.8,12.3,19.6,20.9,26.3,42.6,18.6,17.7,15.7,13.5,12.3,2026.6.17,栗東,Tapit,"L' Age d'Or",山紫水明,
美浦,D,右,20260609,火,7:29,モンシュマン,,牡,5,1500,辻哲英,,,,,122.6,98.3,77.2,57.3,37.3,18.0,,,,24.3,21.1,19.9,20.0,19.3,18.0,2026.6.9,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,左,20260610,水,8:31,モンシュマン,,牡,5,1500,辻哲英,,,,,117.9,95.7,74.6,54.9,35.4,16.8,,,,22.2,21.1,19.7,19.5,18.6,16.8,2026.6.10,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,左,20260611,木,5:51,モンシュマン,,牡,5,1500,辻哲英,,,,,82.5,66.0,51.4,37.4,23.9,11.6,,,,16.5,14.6,14.0,13.5,12.3,11.6,2026.6.11,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,右,20260613,土,6:25,モンシュマン,,牡,5,1500,辻哲英,,,,,117.0,94.9,73.9,54.1,35.2,16.8,,,,22.1,21.0,19.8,18.9,18.4,16.8,2026.6.13,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,右,20260614,日,6:24,モンシュマン,,牡,5,1500,辻哲英,,,,,92.8,73.8,57.3,41.9,26.7,12.6,,,,19.0,16.5,15.4,15.2,14.1,12.6,2026.6.14,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,右,20260616,火,7:24,モンシュマン,,牡,5,1500,辻哲英,,,,,118.5,96.1,74.8,55.1,36.2,17.8,,,,22.4,21.3,19.7,18.9,18.4,17.8,2026.6.16,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,左,20260617,水,5:54,モンシュマン,,牡,5,1500,辻哲英,,,,,85.0,68.5,54.4,39.8,25.4,12.1,,,,16.5,14.1,14.6,14.4,13.3,12.1,2026.6.17,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,左,20260619,金,7:30,モンシュマン,,牡,5,1500,辻哲英,,,,,118.0,95.6,74.2,54.6,35.5,17.0,,,,22.4,21.4,19.6,19.1,18.5,17.0,2026.6.19,美浦,ミッキーアイル,ザウェイアイアム,社台レースホース,
美浦,D,左,20260611,木,7:49,モンドデラモーレ,,牡,4,1200,千葉直人,,,,,78.1,63.4,49.6,36.2,23.6,11.7,,,,14.7,13.8,13.4,12.6,11.9,11.7,2026.6.11,美浦,ワールドエース,ヒカルアモーレ,吉田和美,
美浦,D,左,20260618,木,7:46,モンドデラモーレ,,牡,4,1200,千葉直人,,,,,100.4,75.7,55.6,38.6,23.8,11.2,,,,24.7,20.1,17.0,14.8,12.6,11.2,2026.6.18,美浦,ワールドエース,ヒカルアモーレ,吉田和美,
美浦,D,左,20260611,木,5:28,エフォートレス,,牡,5,1500,嘉藤貴行,163.2,141.9,121.5,101.1,81.8,65.7,50.6,36.2,23.0,11.3,20.4,20.4,19.3,16.1,15.1,14.4,13.2,11.7,11.3,2026.6.11,美浦,エピファネイア,ブライトガーランド,ライオンレースホース,
美浦,D,右,20260614,日,4:54,エフォートレス,,牡,5,1500,嘉藤貴行,,,,,88.0,69.6,54.0,40.0,25.9,12.3,,,,18.4,15.6,14.0,14.1,13.6,12.3,2026.6.14,美浦,エピファネイア,ブライトガーランド,ライオンレースホース,
美浦,D,左,20260617,水,5:30,エフォートレス,,牡,5,1500,嘉藤貴行,,,,,82.1,65.9,51.5,37.3,23.8,11.4,,,,16.2,14.4,14.2,13.5,12.4,11.4,2026.6.17,美浦,エピファネイア,ブライトガーランド,ライオンレースホース,
美浦,D,左,20260610,水,6:30,グーテンベルク,,牡,4,1500,金成貴史,,,,,84.3,66.6,51.7,36.9,23.3,11.3,,,,17.7,14.9,14.8,13.6,12.0,11.3,2026.6.10,美浦,リアルスティール,アトラクティヴ,近藤英子,
美浦,D,右,20260614,日,4:34,グーテンベルク,,牡,4,1500,金成貴史,,,,,94.2,74.1,55.7,38.5,23.5,10.9,,,,20.1,18.4,17.2,15.0,12.6,10.9,2026.6.14,美浦,リアルスティール,アトラクティヴ,近藤英子,
美浦,D,左,20260617,水,7:19,グーテンベルク,,牡,4,1500,金成貴史,,,,,85.7,68.7,53.1,37.9,24.2,11.7,,,,17.0,15.6,15.2,13.7,12.5,11.7,2026.6.17,美浦,リアルスティール,アトラクティヴ,近藤英子,
美浦,D,左,20260611,木,6:34,ダノンエンブレム,,牡,4,1500,宮田敬介,,,,,87.2,67.9,51.7,37.4,24.0,11.7,,,,19.3,16.2,14.3,13.4,12.3,11.7,2026.6.11,美浦,エピファネイア,ダノングレース,ダノックス,
美浦,D,左,20260617,水,6:39,ダノンエンブレム,,牡,4,1500,宮田敬介,,,,,84.6,66.2,50.8,36.8,23.5,11.2,,,,18.4,15.4,14.0,13.3,12.3,11.2,2026.6.17,美浦,エピファネイア,ダノングレース,ダノックス,
栗東,C,左,20260609,火,5:31,フライングブレード,,牡,6,1500,飯田祐史,,179.9,155.7,133.2,112.0,92.3,72.4,52.7,34.1,17.1,24.2,22.5,21.2,19.7,19.9,19.7,18.6,17.0,17.1,2026.6.9,栗東,ビッグアーサー,ルプス,中辻明,
栗東,C,右,20260613,土,4:31,フライングブレード,,牡,6,1500,飯田祐史,,157.4,137.6,117.4,98.1,80.8,64.4,47.6,30.6,15.1,19.8,20.2,19.3,17.3,16.4,16.8,17.0,15.5,15.1,2026.6.13,栗東,ビッグアーサー,ルプス,中辻明,
栗東,C,左,20260614,日,4:31,フライングブレード,,牡,6,1500,飯田祐史,,183.1,157.9,135.4,114.3,94.6,75.2,55.4,35.7,17.6,25.2,22.5,21.1,19.7,19.4,19.8,19.7,18.1,17.6,2026.6.14,栗東,ビッグアーサー,ルプス,中辻明,
栗東,C,左,20260616,火,5:30,フライングブレード,,牡,6,1500,飯田祐史,,163.9,141.9,121.4,102.4,84.6,66.7,48.9,31.7,15.7,22.0,20.5,19.0,17.8,17.9,17.8,17.2,16.0,15.7,2026.6.16,栗東,ビッグアーサー,ルプス,中辻明,
栗東,C,右,20260619,金,5:31,フライングブレード,,牡,6,1500,飯田祐史,,,,,,,72.0,51.3,32.7,15.7,,,,,,20.7,18.6,17.0,15.7,2026.6.19,栗東,ビッグアーサー,ルプス,中辻明,
美浦,D,左,20260610,水,6:29,レッドキングリー,,牡,4,1500,木村哲也,,,,,86.1,68.8,53.3,38.4,24.4,11.6,,,,17.3,15.5,14.9,14.0,12.8,11.6,2026.6.10,美浦,サートゥルナーリア,レッドエルザ,東京ホースレーシング,
美浦,D,右,20260613,土,5:56,レッドキングリー,,牡,4,1500,木村哲也,,,,,,,69.1,49.5,31.6,15.5,,,,,,19.6,17.9,16.1,15.5,2026.6.13,美浦,サートゥルナーリア,レッドエルザ,東京ホースレーシング,
美浦,D,左,20260617,水,5:29,レッドキングリー,,牡,4,1500,木村哲也,,,,,86.0,67.0,51.7,37.4,23.2,10.9,,,,19.0,15.3,14.3,14.2,12.3,10.9,2026.6.17,美浦,サートゥルナーリア,レッドエルザ,東京ホースレーシング,
美浦,D,左,20260612,金,7:30,マックアルイーン,,牡,4,1500,木村哲也,,,,,87.6,69.9,53.5,38.3,24.3,11.8,,,,17.7,16.4,15.2,14.0,12.5,11.8,2026.6.12,美浦,"Blue Point",Euthenia,キャロットファーム,
美浦,D,右,20260614,日,4:30,マックアルイーン,,牡,4,1500,木村哲也,,,,,85.4,67.4,52.4,38.0,24.2,11.3,,,,18.0,15.0,14.4,13.8,12.9,11.3,2026.6.14,美浦,"Blue Point",Euthenia,キャロットファーム,
美浦,D,左,20260618,木,5:30,マックアルイーン,,牡,4,1500,木村哲也,,,,,84.6,67.0,51.7,37.4,23.8,11.4,,,,17.6,15.3,14.3,13.6,12.4,11.4,2026.6.18,美浦,"Blue Point",Euthenia,キャロットファーム,
栗東,C,右,20260612,金,5:48,マテンロウブラボー,,牡,5,1500,野中賢二,,,,,,,72.6,52.7,34.2,16.8,,,,,,19.9,18.5,17.4,16.8,2026.6.12,栗東,モーリス,トリニティプレイス,寺田千代乃,
栗東,C,左,20260616,火,7:48,マテンロウブラボー,,牡,5,1500,野中賢二,,,,,,88.7,66.9,48.5,31.5,15.3,,,,,21.8,18.4,17.0,16.2,15.3,2026.6.16,栗東,モーリス,トリニティプレイス,寺田千代乃,
美浦,D,左,20260610,水,8:29,スマイルアップ,,牝,7,1500,萱野浩二,,,,,84.5,68.0,52.5,38.3,24.3,11.7,,,,16.5,15.5,14.2,14.0,12.6,11.7,2026.6.10,美浦,イスラボニータ,アドマイヤオンリー,馬目勇,
美浦,D,右,20260614,日,5:59,スマイルアップ,,牝,7,1500,萱野浩二,,,,,88.8,70.4,55.1,40.2,25.8,12.5,,,,18.4,15.3,14.9,14.4,13.3,12.5,2026.6.14,美浦,イスラボニータ,アドマイヤオンリー,馬目勇,
美浦,D,左,20260617,水,6:34,スマイルアップ,,牝,7,1500,萱野浩二,,,,,82.6,66.8,51.6,37.6,24.1,11.5,,,,15.8,15.2,14.0,13.5,12.6,11.5,2026.6.17,美浦,イスラボニータ,アドマイヤオンリー,馬目勇,
美浦,D,左,20260610,水,7:41,ウインオーディン,,牡,6,1600,鹿戸雄一,,,,,,,53.4,37.8,23.8,11.5,,,,,,15.6,14.0,12.3,11.5,2026.6.10,美浦,エピファネイア,ピエナビーナス,ウイン,
美浦,D,右,20260614,日,6:43,ウインオーディン,,牡,6,1600,鹿戸雄一,,,,,,,55.2,39.2,25.0,12.0,,,,,,16.0,14.2,13.0,12.0,2026.6.14,美浦,エピファネイア,ピエナビーナス,ウイン,
美浦,D,左,20260617,水,8:25,ウインオーディン,,牡,6,1600,鹿戸雄一,,,,,84.4,67.7,52.4,37.5,23.8,11.6,,,,16.7,15.3,14.9,13.7,12.2,11.6,2026.6.17,美浦,エピファネイア,ピエナビーナス,ウイン,
美浦,D,右,20260609,火,5:37,マカナ,,牝,4,1500,伊藤大士,,,,,,,134.7,98.5,65.0,31.9,,,,,,36.2,33.5,33.1,31.9,2026.6.9,美浦,ゴールドシップ,シルクリバー,ニッシンホールディングス,
美浦,D,左,20260610,水,6:29,マカナ,,牝,4,1500,伊藤大士,,,,,84.5,67.4,51.2,36.6,23.4,11.4,,,,17.1,16.2,14.6,13.2,12.0,11.4,2026.6.10,美浦,ゴールドシップ,シルクリバー,ニッシンホールディングス,
美浦,D,右,20260616,火,7:19,マカナ,,牝,4,1500,伊藤大士,,,,,,,126.2,91.9,60.5,30.2,,,,,,34.3,31.4,30.3,30.2,2026.6.16,美浦,ゴールドシップ,シルクリバー,ニッシンホールディングス,
美浦,D,左,20260617,水,5:33,マカナ,,牝,4,1500,伊藤大士,,,,,83.0,67.3,52.5,38.2,24.2,11.5,,,,15.7,14.8,14.3,14.0,12.7,11.5,2026.6.17,美浦,ゴールドシップ,シルクリバー,ニッシンホールディングス,
美浦,D,左,20260610,水,5:35,ブラウンラチェット,,牝,4,2000,手塚貴久,,,,,84.2,66.1,50.5,36.4,23.0,11.2,,,,18.1,15.6,14.1,13.4,11.8,11.2,2026.6.10,美浦,キズナ,フォエヴァーダーリング,サンデーレーシング,
美浦,D,右,20260616,火,8:03,ブラウンラチェット,,牝,4,2000,手塚貴久,,,,,,,67.1,48.6,31.6,15.7,,,,,,18.5,17.0,15.9,15.7,2026.6.16,美浦,キズナ,フォエヴァーダーリング,サンデーレーシング,
美浦,D,左,20260617,水,5:35,ブラウンラチェット,,牝,4,2000,手塚貴久,,,,,81.6,66.8,52.0,37.6,24.2,11.8,,,,14.8,14.8,14.4,13.4,12.4,11.8,2026.6.17,美浦,キズナ,フォエヴァーダーリング,サンデーレーシング,
美浦,D,右,20260620,土,6:50,ブラウンラチェット,,牝,4,2000,手塚貴久,,,,,,,75.0,54.3,35.0,17.2,,,,,,20.7,19.3,17.8,17.2,2026.6.20,美浦,キズナ,フォエヴァーダーリング,サンデーレーシング,
美浦,D,右,20260609,火,5:54,ミアネーロ,,牝,5,3350,林徹,225.5,198.5,175.4,153.3,130.8,108.5,86.6,65.2,43.4,21.2,23.1,22.1,22.5,22.3,21.9,21.4,21.8,22.2,21.2,2026.6.9,美浦,ドゥラメンテ,ミスエーニョ,シルクレーシング,
美浦,D,左,20260610,水,9:18,ミアネーロ,,牝,5,3350,林徹,,,,,82.6,65.9,50.7,36.6,23.1,11.1,,,,16.7,15.2,14.1,13.5,12.0,11.1,2026.6.10,美浦,ドゥラメンテ,ミスエーニョ,シルクレーシング,
美浦,D,右,20260616,火,5:50,ミアネーロ,,牝,5,3350,林徹,229.2,203.2,178.9,155.5,132.7,109.7,86.5,64.2,42.3,20.8,24.3,23.4,22.8,23.0,23.2,22.3,21.9,21.5,20.8,2026.6.16,美浦,ドゥラメンテ,ミスエーニョ,シルクレーシング,
美浦,D,左,20260617,水,9:17,ミアネーロ,,牝,5,3350,林徹,,,,,82.3,65.8,50.8,36.8,23.1,11.0,,,,16.5,15.0,14.0,13.7,12.1,11.0,2026.6.17,美浦,ドゥラメンテ,ミスエーニョ,シルクレーシング,
美浦,D,左,20260611,木,7:23,エストゥペンダ,,牝,4,2400,高柳瑞樹,,,,,81.3,64.5,50.7,36.1,23.6,11.6,,,,16.8,13.8,14.6,12.5,12.0,11.6,2026.6.11,美浦,サートゥルナーリア,エストレチャダ,"Viridian Keiba Club",
美浦,D,左,20260617,水,7:20,エストゥペンダ,,牝,4,2400,高柳瑞樹,,,,,82.4,65.5,50.4,36.3,23.3,11.3,,,,16.9,15.1,14.1,13.0,12.0,11.3,2026.6.17,美浦,サートゥルナーリア,エストレチャダ,"Viridian Keiba Club",
美浦,D,左,20260610,水,7:34,ヴァルキリーバース,,牝,4,3350,田中博康,,,,,82.1,65.9,50.3,35.9,23.0,11.3,,,,16.2,15.6,14.4,12.9,11.7,11.3,2026.6.10,美浦,エピファネイア,グロリアーナ,サンデーレーシング,
美浦,D,右,20260614,日,5:20,ヴァルキリーバース,,牝,4,3350,田中博康,,,,,84.4,66.0,50.7,37.0,24.0,11.6,,,,18.4,15.3,13.7,13.0,12.4,11.6,2026.6.14,美浦,エピファネイア,グロリアーナ,サンデーレーシング,
美浦,D,左,20260618,木,7:25,ヴァルキリーバース,,牝,4,3350,田中博康,,,,,84.4,68.1,53.1,38.5,24.8,11.7,,,,16.3,15.0,14.6,13.7,13.1,11.7,2026.6.18,美浦,エピファネイア,グロリアーナ,サンデーレーシング,
栗東,C,右,20260610,水,8:22,セキトバイースト,,牝,5,7550,四位洋文,,140.9,119.6,100.3,82.5,65.6,50.5,35.9,22.7,11.4,21.3,19.3,17.8,16.9,15.1,14.6,13.2,11.3,11.4,2026.6.10,栗東,デクラレーションオブウォー,ベアフットレディ,TNレーシング,
栗東,C,左,20260614,日,4:55,セキトバイースト,,牝,5,7550,四位洋文,,145.7,125.1,106.1,87.6,70.0,53.8,38.2,24.2,11.7,20.6,19.0,18.5,17.6,16.2,15.6,14.0,12.5,11.7,2026.6.14,栗東,デクラレーションオブウォー,ベアフットレディ,TNレーシング,
栗東,C,右,20260617,水,5:49,セキトバイースト,,牝,5,7550,四位洋文,,,,,,,53.2,36.7,23.0,11.2,,,,,,16.5,13.7,11.8,11.2,2026.6.17,栗東,デクラレーションオブウォー,ベアフットレディ,TNレーシング,
美浦,D,左,20260611,木,7:22,ニシノティアモ,,牝,5,4550,上原佑紀,,,,,84.0,67.8,52.4,37.3,23.5,11.6,,,,16.2,15.4,15.1,13.8,11.9,11.6,2026.6.11,美浦,ドゥラメンテ,ニシノアモーレ,西山茂行,
美浦,D,左,20260618,木,5:54,ニシノティアモ,,牝,5,4550,上原佑紀,,,,,86.7,69.8,53.6,38.7,24.6,12.2,,,,16.9,16.2,14.9,14.1,12.4,12.2,2026.6.18,美浦,ドゥラメンテ,ニシノアモーレ,西山茂行,
美浦,D,右,20260609,火,5:53,テリオスララ,,牝,4,2100,田島俊明,,,,,,,81.6,58.1,37.1,17.5,,,,,,23.5,21.0,19.6,17.5,2026.6.9,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,左,20260610,水,5:47,テリオスララ,,牝,4,2100,田島俊明,,,,,87.1,67.8,51.5,37.0,22.9,11.0,,,,19.3,16.3,14.5,14.1,11.9,11.0,2026.6.10,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,左,20260612,金,5:49,テリオスララ,,牝,4,2100,田島俊明,,,,,,,80.0,57.0,35.2,16.7,,,,,,23.0,21.8,18.5,16.7,2026.6.12,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,右,20260613,土,5:05,テリオスララ,,牝,4,2100,田島俊明,,,,,,,80.7,56.7,36.0,17.4,,,,,,24.0,20.7,18.6,17.4,2026.6.13,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,右,20260614,日,5:06,テリオスララ,,牝,4,2100,田島俊明,,,,,,,77.5,56.2,36.6,17.6,,,,,,21.3,19.6,19.0,17.6,2026.6.14,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,右,20260616,火,5:52,テリオスララ,,牝,4,2100,田島俊明,,,,,,,70.2,50.1,32.3,16.0,,,,,,20.1,17.8,16.3,16.0,2026.6.16,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,左,20260617,水,5:48,テリオスララ,,牝,4,2100,田島俊明,,,,,85.2,67.9,51.7,37.1,23.0,10.8,,,,17.3,16.2,14.6,14.1,12.2,10.8,2026.6.17,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,左,20260619,金,5:47,テリオスララ,,牝,4,2100,田島俊明,,,,,,,76.8,55.5,35.7,17.5,,,,,,21.3,19.8,18.2,17.5,2026.6.19,美浦,シスキン,シャンドランジュ,鈴木美江子,
美浦,D,右,20260620,土,5:06,テリオスララ,,牝,4,2100,田島俊明,,,,,,,75.0,52.7,33.4,16.1,,,,,,22.3,19.3,17.3,16.1,2026.6.20,美浦,シスキン,シャンドランジュ,鈴木美江子,
栗東,C,右,20260611,木,5:28,ホールネス,,牝,6,2900,藤原英昭,,136.6,118.8,99.6,82.1,67.1,52.9,37.9,23.5,11.6,17.8,19.2,17.5,15.0,14.2,15.0,14.4,11.9,11.6,2026.6.11,栗東,"Lope de Vega",Missunited,ゴドルフィン,
栗東,C,左,20260614,日,7:22,ホールネス,,牝,6,2900,藤原英昭,,165.3,146.7,128.9,108.6,74.7,55.8,38.8,23.7,11.2,18.6,17.8,20.3,33.9,18.9,17.0,15.1,12.5,11.2,2026.6.14,栗東,"Lope de Vega",Missunited,ゴドルフィン,
栗東,C,右,20260617,水,6:50,ホールネス,,牝,6,2900,藤原英昭,,134.1,116.3,99.0,82.0,67.1,52.4,37.5,23.4,11.5,17.8,17.3,17.0,14.9,14.7,14.9,14.1,11.9,11.5,2026.6.17,栗東,"Lope de Vega",Missunited,ゴドルフィン,
栗東,C,右,20260611,木,6:49,テレサ,,牝,4,2550,杉山晴紀,,134.5,117.5,100.0,81.9,65.9,51.2,36.7,23.1,11.3,17.0,17.5,18.1,16.0,14.7,14.5,13.6,11.8,11.3,2026.6.11,栗東,アドマイヤマーズ,タムニア,近藤英子,
美浦,D,左,20260611,木,7:23,コガネノソラ,,牝,5,6000,菊沢隆徳,,,,,83.9,66.7,51.1,36.2,22.9,11.0,,,,17.2,15.6,14.9,13.3,11.9,11.0,2026.6.11,美浦,ゴールドシップ,マイネヒメル,ビッグレッドファーム,
美浦,D,右,20260613,土,7:32,コガネノソラ,,牝,5,6000,菊沢隆徳,,,,,,,67.5,49.4,31.8,15.3,,,,,,18.1,17.6,16.5,15.3,2026.6.13,美浦,ゴールドシップ,マイネヒメル,ビッグレッドファーム,
美浦,D,左,20260619,金,5:42,コガネノソラ,,牝,5,6000,菊沢隆徳,,,,,,,63.4,47.1,30.4,15.2,,,,,,16.3,16.7,15.2,15.2,2026.6.19,美浦,ゴールドシップ,マイネヒメル,ビッグレッドファーム,
栗東,C,右,20260610,水,6:10,パラディレーヌ,,牝,4,4250,千田輝彦,,,,,87.0,68.7,53.2,37.1,22.9,11.6,,,,18.3,15.5,16.1,14.2,11.3,11.6,2026.6.10,栗東,キズナ,パラダイスガーデン,岡田牧雄,
栗東,C,右,20260617,水,6:09,パラディレーヌ,,牝,4,4250,千田輝彦,,,,,,,55.1,37.9,22.7,11.1,,,,,,17.2,15.2,11.6,11.1,2026.6.17,栗東,キズナ,パラダイスガーデン,岡田牧雄,
栗東,C,右,20260610,水,6:46,ルージュソリテール,,牝,4,2500,藤原英昭,,136.7,117.4,98.4,81.0,66.0,51.1,36.2,22.5,11.1,19.3,19.0,17.4,15.0,14.9,14.9,13.7,11.4,11.1,2026.6.10,栗東,ロードカナロア,レッドオルガ,東京ホースレーシング,
美浦,D,左,20260610,水,7:44,セントメモリーズ,,牝,5,2400,松尾卓哉,,,,,87.1,69.0,53.0,37.7,23.4,11.3,,,,18.1,16.0,15.3,14.3,12.1,11.3,2026.6.10,美浦,エピファネイア,ネオフレグランス,キャロットファーム,
美浦,D,左,20260618,木,6:34,セントメモリーズ,,牝,5,2400,松尾卓哉,,,,,83.5,66.2,51.1,36.9,23.7,11.8,,,,17.3,15.1,14.2,13.2,11.9,11.8,2026.6.18,美浦,エピファネイア,ネオフレグランス,キャロットファーム,
