日付S,場所,Ｒ,クラス,枠番,馬番,馬名,年齢,単オッズ,人気,騎手,所属,調教師,馬主,芝ダ,距離,マイニング値,マイニング順位,ﾏｲ差
2026.6.21,函館,1,未勝利,1,1, ソルトアイリス,3,,,舟山瑠泉,(栗),四位洋文,杉浦敏夫,芝,1200,69.21,7, 0.22
2026.6.21,函館,1,未勝利,1,2, キミノナハオリョウ,3,,,国分恭介,(栗),千田輝彦,浦野和由,芝,1200,69.33,11, 0.34
2026.6.21,函館,1,未勝利,2,3, バレンタインビスタ,3,,,武豊,(美),蛯名正義,中村伊三美,芝,1200,68.99,1,-0.13
2026.6.21,函館,1,未勝利,2,4, スワトウ,3,,,小沢大仁,(栗),牧田和弥,吉田照哉,芝,1200,69.15,3, 0.16
2026.6.21,函館,1,未勝利,3,5, エビスディアーナ,3,,,古川奈穂,(美),加藤征弘,加藤晃央,芝,1200,69.67,14, 0.68
2026.6.21,函館,1,未勝利,3,6, クリーンブーケ,3,,,吉田隼人,(栗),荒川義之,石橋和夫,芝,1200,69.32,10, 0.33
2026.6.21,函館,1,未勝利,4,7, ルージュフローラ,3,,,古川吉洋,(美),森一誠,東京ホースレーシング,芝,1200,69.16,4, 0.17
2026.6.21,函館,1,未勝利,4,8, ファインコンダクト,3,,,横山武史,(美),久保田貴,窪田芳郎,芝,1200,69.24,8, 0.25
2026.6.21,函館,1,未勝利,5,9, エコロアビス,3,,,丹内祐次,(栗),牧浦充徳,原村正紀,芝,1200,69.12,2, 0.13
2026.6.21,函館,1,未勝利,5,10, スプリングドリーム,3,,,佐々木大,(美),加藤士津,野村茂雄,芝,1200,69.17,5, 0.18
2026.6.21,函館,1,未勝利,6,11, ハルヒメ,3,,,長浜鴻緒,(美),矢嶋大樹,大島有志生,芝,1200,69.28,9, 0.29
2026.6.21,函館,1,未勝利,6,12, ノーブルマドンナ,3,,,和田陽希,(栗),藤野健太,伊藤昭文,芝,1200,70.69,16, 1.70
2026.6.21,函館,1,未勝利,7,13, トリアングルレディ,3,,,岩田康誠,(美),尾関知人,ターフ・スポート,芝,1200,69.44,12, 0.45
2026.6.21,函館,1,未勝利,7,14, ミレニアルピンク,3,,,斎藤新,(栗),安田翔伍,金子真人ホールディングス,芝,1200,69.19,6, 0.20
2026.6.21,函館,1,未勝利,8,15, ブリリアンブルーム,3,,,小林美駒,(栗),西村真幸,宮崎俊也,芝,1200,70.16,15, 1.17
2026.6.21,函館,1,未勝利,8,16, チャーミングアイ,3,,,大久保友,(美),菊川正達,丸岡啓一,芝,1200,69.45,13, 0.46
2026.6.21,函館,2,未勝利,1,1, ハイドパーク,3,,,国分恭介,(栗),田中克典,ヒダカ・ブリーダーズ・ユニオン,ダ,2400,156.70,4, 1.31
2026.6.21,函館,2,未勝利,2,2, ポップアップ,3,,,佐々木大,(栗),寺島良,石川達絵,ダ,2400,156.87,5, 1.48
2026.6.21,函館,2,未勝利,3,3, ウインモンクール,3,,,丹内祐次,(栗),新谷功一,ウイン,ダ,2400,156.60,3, 1.21
2026.6.21,函館,2,未勝利,4,4, キヨタリート,3,,,舟山瑠泉,(栗),小崎憲,キヨタケ牧場,ダ,2400,156.38,2, 0.99
2026.6.21,函館,2,未勝利,5,5, ラヴィニアパーク,3,,,岩田康誠,(美),大竹正博,キャロットファーム,ダ,2400,157.04,6, 1.65
2026.6.21,函館,2,未勝利,6,6, マーゴットデウス,3,,,小沢大仁,(栗),今野貞一,前田良平,ダ,2400,157.45,7, 2.06
2026.6.21,函館,2,未勝利,6,7, テンカフブ,3,,,川又賢治,(栗),吉村圭司,岡浩二,ダ,2400,158.11,9, 2.72
2026.6.21,函館,2,未勝利,7,8, ロードステラート,3,,,横山武史,(栗),武英智,ロードホースクラブ,ダ,2400,155.39,1,-0.99
2026.6.21,函館,2,未勝利,7,9, ジャストグレース,3,,,古川吉洋,(栗),大根田裕,宮川純造,ダ,2400,158.08,8, 2.69
2026.6.21,函館,2,未勝利,8,10, トーセンアミューズ,3,,,長浜鴻緒,(美),加藤征弘,島川隆哉,ダ,2400,158.84,11, 3.45
2026.6.21,函館,2,未勝利,8,11, フクチャンブラック,3,,,松本大輝,(栗),高橋康之,福盛訓之,ダ,2400,158.36,10, 2.97
2026.6.21,函館,3,未勝利,1,1, ステキサプライズ,3,,,長浜鴻緒,(美),粕谷昌央,小田切統二,ダ,1000,60.31,8, 0.71
2026.6.21,函館,3,未勝利,2,2, ユーベルジーク,3,,,河原田菜,(美),辻哲英,ノルマンディーサラブレッドレーシング,ダ,1000,60.05,6, 0.45
2026.6.21,函館,3,未勝利,3,3,*エコロデュラン,3,,,古川奈穂,(栗),矢作芳人,原村正紀,ダ,1000,59.95,3, 0.35
2026.6.21,函館,3,未勝利,4,4, マーマレードスカイ,3,,,佐々木大,(美),堀内岳志,吉田千津,ダ,1000,60.78,12, 1.18
2026.6.21,函館,3,未勝利,5,5, ソパデアホ,3,,,岩田康誠,(美),小島茂之,丸山担,ダ,1000,60.33,9, 0.73
2026.6.21,函館,3,未勝利,5,6, シェイプオブユー,3,,,川又賢治,(栗),吉村圭司,坂東牧場,ダ,1000,60.01,4, 0.41
2026.6.21,函館,3,未勝利,6,7, カッサンドラ,3,,,横山琉人,(栗),高橋義忠,加藤徹,ダ,1000,60.43,10, 0.83
2026.6.21,函館,3,未勝利,6,8, コウユーネロガ,3,,,小林美駒,(美),秋本大介,加治屋貞光,ダ,1000,60.17,7, 0.57
2026.6.21,函館,3,未勝利,7,9, ライトオブジアース,3,,,丹内祐次,(栗),松永幹夫,社台レースホース,ダ,1000,60.03,5, 0.43
2026.6.21,函館,3,未勝利,7,10, ワイドアルバ,3,,,古川吉洋,(栗),藤野健太,幅田京子,ダ,1000,59.94,2, 0.34
2026.6.21,函館,3,未勝利,8,11, ラブデウザ,3,,,遠藤汰月,(美),加藤和宏,オールラブクラブ,ダ,1000,60.45,11, 0.85
2026.6.21,函館,3,未勝利,8,12, グレイトソン,3,,,和田陽希,(栗),鈴木孝志,宮内牧場,ダ,1000,59.60,1,-0.34
2026.6.21,函館,4,未勝利,1,1, ベアサナエチャン,3,,,横山武史,(美),杉浦宏昭,熊木浩,芝,1800,108.61,2, 0.01
2026.6.21,函館,4,未勝利,1,2, ワダツミ,3,,,川又賢治,(栗),笹田和秀,岡浩二,芝,1800,109.43,13, 0.83
2026.6.21,函館,4,未勝利,2,3, コスモクラシック,3,,,和田陽希,(美),嘉藤貴行,ブルースターズファーム,芝,1800,109.11,7, 0.51
2026.6.21,函館,4,未勝利,2,4, エイシンインアウト,3,,,横山琉人,(栗),中尾秀正,栄進堂,芝,1800,108.87,5, 0.27
2026.6.21,函館,4,未勝利,3,5, チリンドリ,3,,,古川吉洋,(栗),昆貢,安原浩司,芝,1800,111.25,16, 2.65
2026.6.21,函館,4,未勝利,3,6, コンティ,3,,,佐々木大,(美),黒岩陽一,長谷川祐司,芝,1800,108.93,6, 0.33
2026.6.21,函館,4,未勝利,4,7, トルークマクト,3,,,松本大輝,(栗),福永祐一,協栄,芝,1800,109.41,12, 0.81
2026.6.21,函館,4,未勝利,4,8, パンキー,3,,,斎藤新,(栗),茶木太樹,水谷昌晃,芝,1800,108.69,3, 0.09
2026.6.21,函館,4,未勝利,5,9, ヘクセンハウス,3,,,国分恭介,(栗),吉田直弘,サラブレッドクラブ・ラフィアン,芝,1800,108.60,1,-0.01
2026.6.21,函館,4,未勝利,5,10, マイネルディザイア,3,,,長浜鴻緒,(美),室井潔,サラブレッドクラブ・ラフィアン,芝,1800,109.40,11, 0.80
2026.6.21,函館,4,未勝利,6,11, ヒシナスキロ,3,,,丹内祐次,(美),堀宣行,"Hishi Partners",芝,1800,108.71,4, 0.11
2026.6.21,函館,4,未勝利,6,12, アーデルブリックス,3,,,舟山瑠泉,(栗),坂口智康,シルクレーシング,芝,1800,109.15,9, 0.55
2026.6.21,函館,4,未勝利,7,13, グランフルス,3,,,岩田康誠,(美),矢野英一,森岡大河,芝,1800,109.19,10, 0.59
2026.6.21,函館,4,未勝利,7,14, レジーナレガリア,3,,,小沢大仁,(栗),石坂公一,キャロットファーム,芝,1800,109.75,14, 1.15
2026.6.21,函館,4,未勝利,8,15, デルマノリクラ,3,,,遠藤汰月,(美),勢司和浩,浅沼廣幸,芝,1800,109.87,15, 1.27
2026.6.21,函館,4,未勝利,8,16, コワンニシタガウ,3,,,武豊,(栗),庄野靖志,幅田京子,芝,1800,109.12,8, 0.52
2026.6.21,函館,5,新馬,1,1, フェリチタ,2,,,佐々木大,(栗),鈴木孝志,カナヤマホールディングス,芝,1200,70.23,2, 0.08
2026.6.21,函館,5,新馬,2,2, ラストモーメント,2,,,古川吉洋,(栗),北出成人,フジワラ・ファーム,芝,1200,70.41,6, 0.26
2026.6.21,函館,5,新馬,3,3, コックニー,2,,,横山武史,(美),田中剛,ゴドルフィン,芝,1200,70.28,3, 0.13
2026.6.21,函館,5,新馬,4,4, レインボースター,2,,,舟山瑠泉,(栗),加藤公太,伊藤泰子,芝,1200,71.22,9, 1.07
2026.6.21,函館,5,新馬,5,5, ゴートゥービッツン,2,,,遠藤汰月,(美),伊藤伸一,山下恒善,芝,1200,70.31,4, 0.16
2026.6.21,函館,5,新馬,6,6, キチロクタワー,2,,,長浜鴻緒,(美),松永康利,山本正美,芝,1200,70.42,7, 0.27
2026.6.21,函館,5,新馬,7,7, リアルジャパン,2,,,和田陽希,(栗),大橋勇樹,水谷光太郎,芝,1200,70.38,5, 0.23
2026.6.21,函館,5,新馬,7,8,$クリアストライク,2,,,小沢大仁,(栗),田中克典,シルクレーシング,芝,1200,70.15,1,-0.08
2026.6.21,函館,5,新馬,8,9, トーセンルルド,2,,,横山琉人,(美),杉浦宏昭,島川隆哉,芝,1200,70.62,8, 0.47
2026.6.21,函館,5,新馬,8,10, ブレイヴアーサー,2,,,丹内祐次,(美),奥平雅士,フィールドレーシング,芝,1200,71.50,10, 1.35
2026.6.21,函館,6,未勝利,1,1, ビナハイバン,3,,,横山琉人,(栗),中尾秀正,井之口二三雄,ダ,1700,106.63,2, 0.59
2026.6.21,函館,6,未勝利,2,2, メイショウセンドウ,3,,,吉田隼人,(栗),飯田祐史,松本好隆,ダ,1700,107.05,3, 1.01
2026.6.21,函館,6,未勝利,3,3, ライヴマルガリータ,3,,,長浜鴻緒,(美),牧光二,澤田孝之,ダ,1700,107.36,5, 1.32
2026.6.21,函館,6,未勝利,4,4, モロノカガヤキ,3,,,丹内祐次,(美),林徹,諸岡勲,ダ,1700,106.04,1,-0.59
2026.6.21,函館,6,未勝利,4,5,*チャーチルデュース,3,,,武豊,(栗),松永幹夫,キーファーズ,ダ,1700,107.76,7, 1.72
2026.6.21,函館,6,未勝利,5,6, ウインカトリーヌ,3,,,岩田康誠,(栗),西園翔太,ウイン,ダ,1700,109.05,12, 3.01
2026.6.21,函館,6,未勝利,5,7, シュヴェスター,3,,,舟山瑠泉,(栗),高橋亮,"GET NEXT",ダ,1700,107.85,8, 1.81
2026.6.21,函館,6,未勝利,6,8, カタフラクト,3,,,小沢大仁,(美),加藤士津,ライオンレースホース,ダ,1700,107.26,4, 1.22
2026.6.21,函館,6,未勝利,6,9, メイショウライガ,3,,,河原田菜,(栗),藤原英昭,松本好隆,ダ,1700,107.48,6, 1.44
2026.6.21,函館,6,未勝利,7,10,$ゴンフィンガー,3,,,佐々木大,(栗),中内田充,藤田晋,ダ,1700,108.19,10, 2.15
2026.6.21,函館,6,未勝利,7,11, ヘヴンリーサイン,3,,,黛弘人,(美),深山雅史,岡田牧雄,ダ,1700,108.38,11, 2.34
2026.6.21,函館,6,未勝利,8,12,$アメリカンダンス,3,,,小林美駒,(栗),藤岡健一,吉澤ホールディングス,ダ,1700,108.16,9, 2.12
2026.6.21,函館,6,未勝利,8,13,$ガダニーニ,3,,,横山武史,(美),西田雄一,吉田和美,ダ,1700,109.58,13, 3.54
2026.6.21,函館,7,1勝,1,1, グランテレーズ,5,,,小沢大仁,(栗),渡辺薫彦,シルクレーシング,芝,1200,69.57,6, 0.67
2026.6.21,函館,7,1勝,2,2, アイムインディ,3,,,武豊,(美),蛯名正義,山本又一郎,芝,1200,68.97,2, 0.07
2026.6.21,函館,7,1勝,3,3, スプリングデイ,5,,,古川奈穂,(美),伊藤大士,ミルファーム,芝,1200,69.83,10, 0.93
2026.6.21,函館,7,1勝,4,4, ダブルチャレンジ,3,,,吉田隼人,(美),深山雅史,由井健太郎,芝,1200,69.55,5, 0.65
2026.6.21,函館,7,1勝,5,5, ジュジュドール,3,,,長浜鴻緒,(栗),西園翔太,フォレストレーシング,芝,1200,69.93,11, 1.03
2026.6.21,函館,7,1勝,6,6, ツルノマイハシ,3,,,佐々木大,(美),杉浦宏昭,小林善一,芝,1200,69.61,7, 0.71
2026.6.21,函館,7,1勝,6,7, マナボニート,3,,,丹内祐次,(栗),北出成人,松本俊廣,芝,1200,68.90,1,-0.07
2026.6.21,函館,7,1勝,7,8, アルバニー,5,,,舟山瑠泉,(栗),千田輝彦,長谷川祐司,芝,1200,69.73,9, 0.83
2026.6.21,函館,7,1勝,7,9, ファニーバニー,3,,,横山武史,(栗),杉山佳明,谷崎森吾,芝,1200,69.16,3, 0.26
2026.6.21,函館,7,1勝,8,10, ナンナンプー,4,,,岩田康誠,(美),水野貴広,友水達也,芝,1200,69.63,8, 0.73
2026.6.21,函館,7,1勝,8,11, ヴェガリア,3,,,斎藤新,(美),栗田徹,"GET NEXT",芝,1200,69.29,4, 0.39
2026.6.21,函館,8,1勝,1,1, アッシュバーグ,5,,,横山琉人,(美),高橋文雅,下河辺隆行,ダ,1700,107.86,10, 2.25
2026.6.21,函館,8,1勝,2,2, ホウオウバローロ,5,,,舟山瑠泉,(栗),前川恭子,小笹芳央,ダ,1700,106.52,7, 0.91
2026.6.21,函館,8,1勝,3,3, テイクオンミー,3,,,丹内祐次,(美),水野貴広,野村茂雄,ダ,1700,106.29,5, 0.68
2026.6.21,函館,8,1勝,4,4, パーティーガール,4,,,遠藤汰月,(美),伊藤伸一,田頭勇貴,ダ,1700,108.38,12, 2.77
2026.6.21,函館,8,1勝,5,5, アスクガンバーレ,4,,,岩田康誠,(栗),福永祐一,廣崎利洋HD,ダ,1700,105.69,2, 0.08
2026.6.21,函館,8,1勝,5,6, ディースプレマシー,4,,,古川吉洋,(美),牧光二,ヒダカ・ブリーダーズ・ユニオン,ダ,1700,106.01,4, 0.40
2026.6.21,函館,8,1勝,6,7, シーズザスローン,3,,,武豊,(栗),松永幹夫,前田幸貴,ダ,1700,105.89,3, 0.28
2026.6.21,函館,8,1勝,6,8, アラクラン,3,,,小林美駒,(美),田村康仁,シルクレーシング,ダ,1700,105.61,1,-0.08
2026.6.21,函館,8,1勝,7,9, ナクライト,4,,,横山武史,(美),手塚貴徳,インゼルレーシング,ダ,1700,106.46,6, 0.85
2026.6.21,函館,8,1勝,7,10, ライフイズ,3,,,和田陽希,(美),鈴木慎太,石川秀守,ダ,1700,108.13,11, 2.52
2026.6.21,函館,8,1勝,8,11, フェニーチェドーロ,4,,,荻野琢真,(栗),宮本博,下河辺隆行,ダ,1700,107.75,9, 2.14
2026.6.21,函館,8,1勝,8,12, イサギ,3,,,小沢大仁,(栗),小椋研介,村木慎吾,ダ,1700,107.04,8, 1.43
2026.6.21,函館,9,1勝,1,1, ドマーネ,4,,,国分恭介,(栗),辻野泰之,小林英一ホールディングス,芝,2000,121.52,9, 1.30
2026.6.21,函館,9,1勝,2,2, タイムレスキス,3,,,武豊,(栗),吉村圭司,サンデーレーシング,芝,2000,121.12,7, 0.90
2026.6.21,函館,9,1勝,3,3, アルディスティーノ,4,,,横山琉人,(栗),安田翔伍,社台レースホース,芝,2000,121.77,11, 1.55
2026.6.21,函館,9,1勝,4,4, レダアトミカ,3,,,舟山瑠泉,(美),上原佑紀,キャロットファーム,芝,2000,120.22,1,-0.31
2026.6.21,函館,9,1勝,5,5, メリザンド,4,,,杉原誠人,(美),小手川準,シルクレーシング,芝,2000,120.82,6, 0.60
2026.6.21,函館,9,1勝,5,6, クリスレジーナ,3,,,斎藤新,(栗),高野友和,ターフ・スポート,芝,2000,120.64,4, 0.42
2026.6.21,函館,9,1勝,6,7, アストリル,3,,,丹内祐次,(美),鈴木慎太,辻子依旦,芝,2000,120.63,3, 0.41
2026.6.21,函館,9,1勝,6,8, リリーズブルーム,5,,,原田和真,(美),松山将樹,YGGホースクラブ,芝,2000,121.99,12, 1.77
2026.6.21,函館,9,1勝,7,9, モルビド,4,,,小沢大仁,(栗),中内田充,社台レースホース,芝,2000,121.25,8, 1.03
2026.6.21,函館,9,1勝,7,10, ソングオブザバード,3,,,横山武史,(栗),佐藤悠太,三田昌宏,芝,2000,120.53,2, 0.31
2026.6.21,函館,9,1勝,8,11, ルージュカエラ,5,,,吉田隼人,(美),古賀慎明,東京ホースレーシング,芝,2000,121.65,10, 1.43
2026.6.21,函館,9,1勝,8,12, エイカイコバチ,3,,,佐々木大,(栗),藤原英昭,二木英実,芝,2000,120.77,5, 0.55
2026.6.21,函館,10,2勝,1,1, ギマール,5,,,国分恭介,(栗),岡田稲男,カナヤマホールディングス,ダ,1700,105.28,6, 0.59
2026.6.21,函館,10,2勝,2,2, レッドライトニング,5,,,長浜鴻緒,(美),浅利英明,東京ホースレーシング,ダ,1700,104.95,4, 0.26
2026.6.21,函館,10,2勝,3,3, ジュンラトゥール,5,,,佐々木大,(栗),浜田多実,河合純二,ダ,1700,104.69,1,-0.23
2026.6.21,函館,10,2勝,4,4, タイヨウフレア,4,,,古川吉洋,(美),杉浦宏昭,小林善一,ダ,1700,106.30,7, 1.61
2026.6.21,函館,10,2勝,5,5, クリノキングマン,5,,,松本大輝,(栗),高橋康之,栗本依利子,ダ,1700,107.10,9, 2.41
2026.6.21,函館,10,2勝,6,6, チャーリー,3,,,岩田康誠,(美),奥村武,嶋田一成,ダ,1700,105.03,5, 0.34
2026.6.21,函館,10,2勝,7,7, ラマンシュ,4,,,斎藤新,(栗),杉山佳明,谷掛龍夫,ダ,1700,106.98,8, 2.29
2026.6.21,函館,10,2勝,8,8, アールプロスト,4,,,小沢大仁,(美),伊藤大士,前原敏行,ダ,1700,104.94,3, 0.25
2026.6.21,函館,10,2勝,8,9, ライフゲート,4,,,丹内祐次,(美),伊藤圭三,斉藤三寛,ダ,1700,104.92,2, 0.23
2026.6.21,函館,11,3勝,1,1, トールキン,6,,,鷲頭虎太,(栗),橋田宜長,吉田勝己,芝,1200,69.49,15, 0.93
2026.6.21,函館,11,3勝,2,2, メルトユアハート,5,,,横山琉人,(栗),長谷川浩,ロードホースクラブ,芝,1200,69.19,12, 0.63
2026.6.21,函館,11,3勝,2,3, エヴァンスウィート,5,,,吉田隼人,(栗),友道康夫,佐々木主浩,芝,1200,69.23,13, 0.67
2026.6.21,函館,11,3勝,3,4, パクスロマーナ,6,,,杉原誠人,(栗),加藤公太,酒井孝敏,芝,1200,69.04,8, 0.48
2026.6.21,函館,11,3勝,3,5, スティールブルー,5,,,古川吉洋,(美),田中勝春,シルクレーシング,芝,1200,69.38,14, 0.82
2026.6.21,函館,11,3勝,4,6, シカゴスティング,5,,,武豊,(栗),庄野靖志,辻川弘,芝,1200,69.14,10, 0.58
2026.6.21,函館,11,3勝,4,7, ダークエクリプス,7,,,荻野琢真,(栗),今野貞一,矢野秀春,芝,1200,68.95,6, 0.39
2026.6.21,函館,11,3勝,5,8, サムハンター,8,,,松本大輝,(栗),高橋康之,駒秀,芝,1200,69.12,9, 0.56
2026.6.21,函館,11,3勝,5,9, ルーフ,6,,,佐々木大,(栗),清水久詞,白日光,芝,1200,68.84,4, 0.28
2026.6.21,函館,11,3勝,6,10,$エコロジーク,4,,,岩田康誠,(栗),森秀行,原村正紀,芝,1200,69.15,11, 0.59
2026.6.21,函館,11,3勝,6,11, ヴェサリウス,5,,,横山武史,(美),菊沢隆徳,福盛訓之,芝,1200,68.72,3, 0.16
2026.6.21,函館,11,3勝,7,12, ドゥアムール,4,,,斎藤新,(栗),中竹和也,前田葉子,芝,1200,69.03,7, 0.47
2026.6.21,函館,11,3勝,7,13, アシャカタカ,6,,,小林美駒,(美),鈴木伸尋,吉冨学,芝,1200,68.91,5, 0.35
2026.6.21,函館,11,3勝,8,14, アスティスプマンテ,5,,,舟山瑠泉,(栗),佐藤悠太,吉田勝己,芝,1200,68.56,1,-0.11
2026.6.21,函館,11,3勝,8,15, ゴールドサーベル,5,,,小沢大仁,(栗),大久保龍,インゼルレーシング,芝,1200,68.67,2, 0.11
2026.6.21,函館,12,1勝,1,1, タイキルッジェーロ,3,,,斎藤新,(栗),高野友和,大樹ファーム,芝,1800,107.97,2, 0.10
2026.6.21,函館,12,1勝,2,2, コッツォリーノ,3,,,佐々木大,(美),池上昌和,ラ・メール,芝,1800,107.87,1,-0.10
2026.6.21,函館,12,1勝,3,3, ウインベラーノ,4,,,舟山瑠泉,(栗),宮徹,ウイン,芝,1800,109.20,9, 1.33
2026.6.21,函館,12,1勝,4,4, ポタリング,4,,,遠藤汰月,(美),武藤善則,高橋文男,芝,1800,108.65,6, 0.78
2026.6.21,函館,12,1勝,5,5, マイネルモメンタム,5,,,横山琉人,(美),相沢郁,サラブレッドクラブ・ラフィアン,芝,1800,108.06,3, 0.19
2026.6.21,函館,12,1勝,6,6, グレーヌドジョワ,3,,,荻野琢真,(栗),今野貞一,グリーンファーム,芝,1800,108.74,7, 0.87
2026.6.21,函館,12,1勝,7,7, マイバラード,6,,,長浜鴻緒,(美),松永康利,ビッグレッドファーム,芝,1800,108.42,4, 0.55
2026.6.21,函館,12,1勝,7,8, スタードメイソン,4,,,和田陽希,(栗),加藤公太,社台レースホース,芝,1800,109.34,10, 1.47
2026.6.21,函館,12,1勝,8,9, ナイスプレーアスク,3,,,丹内祐次,(美),田村康仁,廣崎利洋HD,芝,1800,108.48,5, 0.61
2026.6.21,函館,12,1勝,8,10, ネッタイヤライ,3,,,古川奈穂,(栗),矢作芳人,犬塚悠治郎,芝,1800,108.92,8, 1.05
2026.6.21,東京,1,未勝利,1,1, キャプテンシー,5,,,中村将之,(栗),松永幹夫,サンデーレーシング,ダ,3000,206.86,6, 1.96
2026.6.21,東京,1,未勝利,2,2, セイウンパシュート,6,,,五十嵐雄,(美),上原博之,西山茂行,ダ,3000,206.85,5, 1.95
2026.6.21,東京,1,未勝利,3,3, グランジョルノ,4,,,伴啓太,(美),高柳瑞樹,キャロットファーム,ダ,3000,205.83,2, 0.93
2026.6.21,東京,1,未勝利,3,4, テーオーレガシー,6,,,小牧加矢,(栗),宮徹,小笹公也,ダ,3000,208.50,10, 3.60
2026.6.21,東京,1,未勝利,4,5, メイショウカゼマチ,6,,,黒岩悠,(栗),角田晃一,松本好隆,ダ,3000,207.18,8, 2.28
2026.6.21,東京,1,未勝利,4,6, ヒロピアーナ,6,,,土田真翔,(美),石栗龍彦,石川博,ダ,3000,216.37,14,11.47
2026.6.21,東京,1,未勝利,5,7, アップストローク,7,,,草野太郎,(美),杉浦宏昭,吉田照哉,ダ,3000,211.70,13, 6.80
2026.6.21,東京,1,未勝利,5,8, ブライトマン,5,,,大江原圭,(美),蛯名正義,前田幸貴,ダ,3000,206.96,7, 2.06
2026.6.21,東京,1,未勝利,6,9, ダスク,6,,,難波剛健,(栗),宮本博,吉澤ホールディングス,ダ,3000,204.90,1,-0.93
2026.6.21,東京,1,未勝利,6,10, プレミアブルー,4,,,金子光希,(美),菊川正達,蕭敬意,ダ,3000,206.57,4, 1.67
2026.6.21,東京,1,未勝利,7,11, ゴールデンステップ,5,,,上野翔,(美),和田勇介,岡田牧雄,ダ,3000,206.04,3, 1.14
2026.6.21,東京,1,未勝利,7,12, アルシミスト,5,,,坂口智康,(美),浅利英明,キャロットファーム,ダ,3000,207.88,9, 2.98
2026.6.21,東京,1,未勝利,8,13, デスティネ,9,,,江田勇亮,(美),萱野浩二,馬目勇,ダ,3000,208.95,12, 4.05
2026.6.21,東京,1,未勝利,8,14, ジャクソン,6,,,小林凌大,(美),武市康男,薪浦亨,ダ,3000,208.60,11, 3.70
2026.6.21,東京,2,未勝利,1,1, シャトーベスト,3,,,谷原柚希,(美),蛯名利弘,円城幸男,ダ,1600,101.28,16, 2.94
2026.6.21,東京,2,未勝利,1,2,$ダノンマスタング,3,,,ルメール,(美),田中博康,ダノックス,ダ,1600,99.31,10, 0.97
2026.6.21,東京,2,未勝利,2,3, ライトアファイア,3,,,菊沢一樹,(美),伊藤圭三,ゴドルフィン,ダ,1600,99.21,9, 0.87
2026.6.21,東京,2,未勝利,2,4,$フィオリータ,3,,,三浦皇成,(美),大竹正博,前田幸貴,ダ,1600,99.47,13, 1.13
2026.6.21,東京,2,未勝利,3,5, ファインブライト,3,,,原優介,(美),佐藤吉勝,片山博志,ダ,1600,98.68,4, 0.34
2026.6.21,東京,2,未勝利,3,6, モロノラピド,3,,,丸山元気,(美),田中勝春,諸岡勲,ダ,1600,99.67,14, 1.33
2026.6.21,東京,2,未勝利,4,7, ブルージンジャー,3,,,ゴンサル,(美),矢嶋大樹,吉田和美,ダ,1600,99.39,11, 1.05
2026.6.21,東京,2,未勝利,4,8, アクアマーズ,3,,,荻野極,(美),浅利英明,シルクレーシング,ダ,1600,98.91,6, 0.57
2026.6.21,東京,2,未勝利,5,9, キーチジャステン,3,,,西村淳也,(美),千葉直人,山本益臣,ダ,1600,99.42,12, 1.08
2026.6.21,東京,2,未勝利,5,10, パチクリベスクリ,3,,,石神深道,(美),清水英克,河本尚吾,ダ,1600,99.02,7, 0.68
2026.6.21,東京,2,未勝利,6,11, モンスターラッシュ,3,,,石川裕紀,(美),高木登,サンデーレーシング,ダ,1600,98.34,1,-0.04
2026.6.21,東京,2,未勝利,6,12, デルマシラカミ,3,,,上里直汰,(美),小野次郎,浅沼廣幸,ダ,1600,100.41,15, 2.07
2026.6.21,東京,2,未勝利,7,13,$ラッキーモア,3,,,戸崎圭太,(美),尾関知人,張月勝,ダ,1600,98.38,2, 0.04
2026.6.21,東京,2,未勝利,7,14, ニットウライズ,3,,,吉田豊,(美),高橋文雅,日東牧場,ダ,1600,99.11,8, 0.77
2026.6.21,東京,2,未勝利,8,15, カフェタンガロア,3,,,小林脩斗,(美),嘉藤貴行,西川光一,ダ,1600,98.75,5, 0.41
2026.6.21,東京,2,未勝利,8,16, ファイアリービート,3,,,大野拓弥,(美),鈴木慎太,ゴドルフィン,ダ,1600,98.42,3, 0.08
2026.6.21,東京,3,未勝利,1,1, ツウカイウォリアー,3,,,小林脩斗,(美),鈴木慎太,木村直樹,ダ,2100,137.00,15, 4.18
2026.6.21,東京,3,未勝利,1,2, ウォーレーションズ,3,,,菊沢一樹,(美),鈴木慎太,フクキタル,ダ,2100,134.81,9, 1.99
2026.6.21,東京,3,未勝利,2,3, ザンテソーロ,3,,,荻野極,(美),畠山吉宏,了徳寺健二ホールディングス,ダ,2100,133.45,4, 0.63
2026.6.21,東京,3,未勝利,2,4, クリムゾンリーフ,3,,,ゴンサル,(美),加藤士津,飯田貴大,ダ,2100,132.82,1,-0.47
2026.6.21,東京,3,未勝利,3,5, ユイノサダハル,3,,,江田照男,(美),古賀慎明,由井健太郎,ダ,2100,134.30,6, 1.48
2026.6.21,東京,3,未勝利,3,6, ネイティヴプライド,3,,,三浦皇成,(美),高木登,山田弘,ダ,2100,133.43,3, 0.61
2026.6.21,東京,3,未勝利,4,7, アスパラゴ,3,,,西塚洸二,(美),田村康仁,村島聡乃,ダ,2100,135.56,13, 2.74
2026.6.21,東京,3,未勝利,4,8, マイネルシュラハト,3,,,柴田大知,(美),畠山吉宏,サラブレッドクラブ・ラフィアン,ダ,2100,134.79,8, 1.97
